ID,Etymon ID,Headword (Source Spelling),Headword (Practical Orthography),Headword (IPA),Part of Speech,Meaning (Spanish),Meaning (English),Sources,Full Original Entry,Alternate forms/spellings,Other,Editors,,Manuscript Page Number,Isolated Manuscript Latin,Latin Definition/Stems,Manuscript Spanish,Questionable/English,Isolated Manuscript Spanish,Meaning Spanish (unmodernized)
CHTMISC33,,tuchcael patzael ala,tuchkael; patzael; ala,,,"aclarar; decir, descubrir",clarify,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aclarar; tuchcael; patzael; ala; desir; descubrir,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.82,,,aclarar,,"desir, descubrir","aclarar; decir, descubrir"
CHTMISC34,,pascael  zacziel,paskael; saksiel,,,amanecer; neutro,tame,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",amaneser; pascael nº; zacziel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.82,,,amaneser,,nº,amaneser; neutro
CHTMISC35,,aya ayan chumul,aya; ayan; chumul,,,haber; tener también,exist; have,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aber; tener tambien; aya l. ayan; chumul idem,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.82,idem,"idem, eadem, idem  PRON. (w/-dem ONLY, idem, eadem, idem) same, the same, the very same, also;",aber; tener tambien,,,aber; tener tambien
CHTMISC36,,aulu,awlu,,,adorar,worship (w/ loud speech),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",adorar; aulu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.82,,,adorar,,,adorar
N1988,ETYMON857,ti chan,ti chan,,,"arriba; también el cielo, en alto",up; above; sky,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",arriba; ti chan; tambien el sielo; en alto,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.82,alto,"altum, alti neut. the_deep, the_sea; deep water; a height/depth; remote/obscure period/source;
alto, altare, altavi, altatus [1] vt raise, make high, elevate;
altus -a -um adj high; deep/profound; shrill; lofty/noble; deep rooted; far-fetched; grown great;
alo, alere, alui, altus [3] vt feed, nourish, rear, nurse, suckle; cherish; support, maintain, develop;",arriba,,"tambien el sielo, en alto","arriba; también el cielo, en alto"
CHTMISC37,,conel l conahel,konel; konahel,,,ahora; de aquí aún poco,now,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aora; conel l conahel; de aqui aun poco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg. 82,,,aora,,de aqui aun poco,aora; de aquí aún poco
check liturgy,,cab presto ahnel ,cab'; ahnel ,,,"aprisa; luego, corrigendo también, presto",quickly,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aprisa; cab; luego; presto; corriendo; ahnel ta~bien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg. 82,,,aprisa,,"luego, corriendo ta~bien","aprisa; luego, corriendo tambien"
CHTMISC38,,macmac ha,makmak ha',,,arco-iris,rainbow,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",arco-iris; macmac ha,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,arco-iris,,,arco-iris
CHTMISC39,,amac ha amac,amak ha'; amak,,,arco-iris; y todo arco; solo,rainbow; arc,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",arco-iris; i todo arco; amac ha; iris; amac; solo; todo arco,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,iris,"Iris (messenger of the gods, goddess of the rainbow); rainbow;",arco-iris; i todo arco,,"solo, todo arco",arco-iris; i todo arco; solo
CHTMISC40,,alchab,alchab',,,avejas grandes,bumblebee,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",avejas grandes; alchab,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,avejas grandes,,,avejas grandes
CHTMISC41,,ayalnagel ayatotnagel,ayalnajel; ayatotnajel,,,afligirse; otro,be sad; grieve,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",afligirse; ayalnagel; otro; ayatotnagel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,afligirse,,otro,afligirse; otro
CHTMISC42,,baca,b'aka,,,atar como fajando,wrap,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",atar como fagando; baca,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,atar como fagando,,,atar como fagando
CHTMISC43,,illi,ili,,,aboreser; lugar de destierro también,hate; banish,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aboreser; illi; lugar de destierro tambien,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,aboreser,,lugar de destierro tambien,aboreser; lugar de destierro también
CHTMISC44,,illinbil,ilinb'il,,,aboresido; y también desterrado,hated; banished,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aboresido; illinbil; i tambien desterrado,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,aboresido,,i tambien desterrado,aboresido; y también desterrado
CHTMISC45,,bota,b'ota,,,apostar,bet,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",apostar; bota,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,apostar,,,apostar
CHTMISC46,,banlez muchbi,b'anles; muchb'i,,,amontonar,pile up,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",amontonar; banlez; muchbi,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,amontonar,,,amontonar
CHTMISC47,,butzi butztez,b'utzi; b'utztez,,,fumar,smoke,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aumar; butzi; butztez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,aumar,,,aumar
CHTMISC48,,beche paxa -,b'eche; paxa,,,arrancar de raíz; apretando los labios,uproot,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",arrancar de rrais; beche; paxa - ; apretando los labios,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,arrancar de rrais,,apretando los labios,arrancar de rrais; apretando los labios
CHTMISC49,,çacotab yamanic,sacotab'; yamanik,,,apretador,tightener,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",apretador; çacotab yamanic,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,apretador,,,apretador
CHTMISC50,,çatbu çatchoqui,satb'u; satchoki,,,atravesar,put s.t. across,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",atrabesar; çatbu; çatchoqui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,atrabesar,,,atrabesar
CHTMISC51,,vaie l. vai,waye; wa'i,,,aquí,here,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aqui; vaie l. vai,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,aqui,,,aqui
CHTMISC52,,capael,k'apael,,,acabar alguna cosa; verbo neutro,finish s.t.,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",acabarse alguna cosa; capael; vº nº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,acabarse alguna cosa,,vº  nº,acabarse alguna cosa; verbo neutro
N4323,ETYMON2054,tinam,tinam,,,algodón,cotton,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",algodon; tinam,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,algodon,,,algodon
CHTMISC53,,çapi pocti hitz,sapi; pokti'; hitz,,,ayuno; vedado árbol,fasting,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",ayuno; çapi; pocti; hitz; bedado arbol,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,ayuno,,bedado arbol,ayuno; vedado árbol
CHTMISC54,,çacopez,sakopes,,,alumbrar,light (verb),"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",alumbrar; çacopez,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,alumbrar,,,alumbrar
CHTMISC55,,zalauel chichalavel ,salawel; chichalawel ,,,alegrarse; neutro,be happy; rejoice,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",alegrarse; zalauel; chichalavel; neuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,alegrarse,,neutro,alegrarse; neutro
CHTMISC56,,çuçu,susu,,,afeitar,shave,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",afeitar; çuçu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,afeitar,,,afeitar
V1081,ETYMON1532,patza hebe ,patza; heb'e ,,,abrir; verbo activo,open,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",abrir; patza; hebe; vº actiuº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,abrir,,vº actiuº,abrir; verbo activo
CHTMISC57,,baxan mi,b'axan mi' ,,,Adan; primer padre,Adam,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",Adan; baxan mi; hoc est ;primer padre,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,Adan,est,primer padre,Adan; primer padre
CHTMISC58,,patal chapalte,patal; chapalte',,,angarillas,carrying cage,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",angarillas; patal ; chapalte,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,angarillas,,,angarillas
CHTMISC59,,yalauel,yalawel,,,atormentar,torment; vex,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",atormentar; yalauel,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,atormentar,,,atormentar
MISC28729,ETYMON3077,haine l. e ne,ha'ine; e; ne,,,aquel,that,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aquel; haine; l. e; l. ne,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,ne,"ne adv not; (intro clause of purpose with subj verb); [ne....quidem => not even]; truly, indeed, verily, assuredly; (particle of assurance); (w/personal PRON);
ne conj that not, lest; (for negative of IMP);
neo, nere, nevi, netus [2] vt spin; weave; produce by spinning;",aquel,,,aquel
N5910,ETYMON3087,etoc tamol pial,etok; tamol; pial,,,amigo; compañero,friend; companion,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",amigo; compañero; etoc; tamol; pial,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,amigo; compañero,,,amigo; compañero
CHTMISC60,,putzel putztez,putzel; putztez,,,ahuyentar; aser huir; neutro activo,flee (make s.o.) ,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",auyentar; aser huir; putzel neº; putztez activo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,auyentar; aser huir,,neº activo,auyentar; aser huir; neutro activo
CHTMISC61,,cunu,kunu,,,acallar; alagar,quiet s.t. down,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",acallar; alagar; cunu,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,acallar; alagar,,,acallar; alagar
CHTMISC62,,etoqui achoquin,etoki; achokin,,,acompañar,accompany,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",acompañar; etoqui; achoquin,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,acompañar,,,acompañar
CHTMISC63,,hatza hatzpael,hatza; hatzpael,,,"aporrear; ahorcar; verbo activo, neutro",strike; hit,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",aporrear; aorcar; hatza vº actiuo; hatzpael vº neº,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,aporrear; aorcar,,"vº actiuo, neº","aporrear; aorcar; verbo activo, neutro"
CHTMISC64,,hailes,hayles,,,adelgazar; verbo activo,make s.t. thin,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",adelgasar; hailes vº actiuo,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,adelgasar,,vº actiuo,adelgasar; verbo activo
CHTMISC65,,haatz haatz hitzinbil izimbil,haatz; haatz hitzinb'il; isimb'il,,,árbol; árbol vedado,tree,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",arbol; haatz; haatz hitzinbil; izimbil; arbol bedado,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,arbol,,arbol bedado,arbol; árbol vedado
CHTMISC66,,hiqui,hiki,,,apartar,set s.t. apart,"Robertson, J., Law, D., & Haertel, R. (2010). Colonial Ch’olti’: The seventeenth century Morán Manuscript. Norman, OK: University of Oklahoma Press.",apartar; hiqui,,,"{""editors"":[{""editor"":""Kevin Barcenas"",""dates"":[""2024-05-23"",""2024-07-07""]},{""editor"":""Maya Martinez"",""dates"":[""2024-02-22"",""2024-05-19""]}]}",,pg.83,,,apartar,,,apartar
